Ciudades,Rutas,TotalPremium,LimitePremium,Nanosegundos
15,30,14,8,163846
15,30,14,9,194436
15,30,14,10,228030
15,30,14,11,274403
15,30,14,12,328809
15,30,14,13,370155
15,30,14,14,429938
15,30,15,0,7613
15,30,15,1,16064
15,30,15,2,28007
15,30,15,3,43161
15,30,15,4,60831
15,30,15,5,81364
15,30,15,6,103015
15,30,15,7,130253
15,30,15,8,158468
15,30,15,9,193039
15,30,15,10,226912
15,30,15,11,267839
15,30,15,12,320987
15,30,15,13,361565
15,30,15,14,429170
15,30,15,15,478058
15,30,16,0,7683
15,30,16,1,15923
15,30,16,2,27657
15,30,16,3,42882
15,30,16,4,59993
15,30,16,5,80736
15,30,16,6,103434
15,30,16,7,132417
15,30,16,8,159097
15,30,16,9,192830
15,30,16,10,229496
15,30,16,11,271331
15,30,16,12,316029
15,30,16,13,370224
15,30,16,14,423723
15,30,16,15,473031
15,30,16,16,528972
15,30,17,0,7543
15,30,17,1,15504
15,30,17,2,27657
15,30,17,3,42533
15,30,17,4,61110
15,30,17,5,80037
15,30,17,6,104691
15,30,17,7,130113
15,30,17,8,159027
15,30,17,9,193319
15,30,17,10,225236
15,30,17,11,270563
15,30,17,12,316238
15,30,17,13,364916
15,30,17,14,417647
15,30,17,15,474147
15,30,17,16,529322
15,30,17,17,592597
15,30,18,0,7682
15,30,18,1,15784
15,30,18,2,27796
15,30,18,3,42113
15,30,18,4,59714
15,30,18,5,81504
15,30,18,6,106088
15,30,18,7,130811
15,30,18,8,161262
15,30,18,9,195624
15,30,18,10,234524
15,30,18,11,276219
15,30,18,12,327901
15,30,18,13,360936
15,30,18,14,416320
15,30,18,15,468490
15,30,18,16,539309
15,30,18,17,590083
15,30,18,18,652241
15,30,19,0,7961
15,30,19,1,15574
15,30,19,2,28076
15,30,19,3,42882
15,30,19,4,61320
15,30,19,5,81784
15,30,19,6,105809
15,30,19,7,134164
15,30,19,8,161122
15,30,19,9,194226
15,30,19,10,231801
15,30,19,11,270702
15,30,19,12,316308
15,30,19,13,366523
15,30,19,14,433221
15,30,19,15,479735
15,30,19,16,539378
15,30,19,17,614877
15,30,19,18,673752
15,30,19,19,746177
15,30,20,0,7473
15,30,20,1,15784
15,30,20,2,27657
15,30,20,3,42044
15,30,20,4,60831
15,30,20,5,81294
15,30,20,6,104132
15,30,20,7,128507
15,30,20,8,157979
15,30,20,9,191642
15,30,20,10,226702
15,30,20,11,271959
15,30,20,12,316168
15,30,20,13,367710
15,30,20,14,425120
15,30,20,15,472332
15,30,20,16,536935
15,30,20,17,598813
15,30,20,18,659225
15,30,20,19,725922
15,30,20,20,795553
16,1,0,0,5937
16,1,1,0,5797
16,1,1,1,14387
16,2,0,0,6006
16,2,1,0,5727
16,2,1,1,13898
16,2,2,0,5866
16,2,2,1,14108
16,2,2,2,25073
16,3,0,0,5797
16,3,1,0,5936
16,3,1,1,14457
16,3,2,0,5937
16,3,2,1,14317
16,3,2,2,25632
16,3,3,0,5797
16,3,3,1,13968
16,3,3,2,25283
16,3,3,3,39740
16,4,0,0,5937
16,4,1,0,5867
16,4,1,1,14318
16,4,2,0,5936
16,4,2,1,14317
16,4,2,2,25561
16,4,3,0,5867
16,4,3,1,14457
16,4,3,2,25841
16,4,3,3,40717
16,4,4,0,5797
16,4,4,1,13969
16,4,4,2,25701
16,4,4,3,40648
16,4,4,4,58666
16,5,0,0,5727
16,5,1,0,6146
16,5,1,1,14247
16,5,2,0,5727
16,5,2,1,13759
16,5,2,2,24863
16,5,3,0,6006
16,5,3,1,13898
16,5,3,2,25003
16,5,3,3,39809
16,5,4,0,5797
16,5,4,1,14248
16,5,4,2,24933
16,5,4,3,39740
16,5,4,4,56780
16,5,5,0,5657
16,5,5,1,14108
16,5,5,2,24863
16,5,5,3,39599
16,5,5,4,56850
16,5,5,5,78850
16,6,0,0,5866
16,6,1,0,5797
16,6,1,1,14317
16,6,2,0,5937
16,6,2,1,14108
16,6,2,2,24933
16,6,3,0,5867
16,6,3,1,14387
16,6,3,2,25841
16,6,3,3,40717
16,6,4,0,5936
16,6,4,1,14247
16,6,4,2,25701
16,6,4,3,40996
16,6,4,4,58945
16,6,5,0,5866
16,6,5,1,14247
16,6,5,2,25771
16,6,5,3,41136
16,6,5,4,58317
16,6,5,5,81085
16,6,6,0,6006
16,6,6,1,14317
16,6,6,2,25632
16,6,6,3,40787
16,6,6,4,58876
16,6,6,5,80806
16,6,6,6,102805
16,7,0,0,5797
16,7,1,0,5867
16,7,1,1,14038
16,7,2,0,5867
16,7,2,1,14457
16,7,2,2,25072
16,7,3,0,5657
16,7,3,1,14317
16,7,3,2,25701
16,7,3,3,40647
16,7,4,0,5727
16,7,4,1,14457
16,7,4,2,25631
16,7,4,3,41346
16,7,4,4,58805
16,7,5,0,5797
16,7,5,1,14177
16,7,5,2,25631
16,7,5,3,40508
16,7,5,4,58806
16,7,5,5,80596
16,7,6,0,5797
16,7,6,1,14317
16,7,6,2,25701
16,7,6,3,40647
16,7,6,4,58736
16,7,6,5,80736
16,7,6,6,106507
16,7,7,0,5727
16,7,7,1,14317
16,7,7,2,25631
16,7,7,3,40717
16,7,7,4,58596
16,7,7,5,81434
16,7,7,6,106297
16,7,7,7,133535
16,8,0,0,5866
16,8,1,0,5936
16,8,1,1,14387
16,8,2,0,5866
16,8,2,1,14387
16,8,2,2,25492
16,8,3,0,5866
16,8,3,1,14178
16,8,3,2,24863
16,8,3,3,39600
16,8,4,0,5797
16,8,4,1,14248
16,8,4,2,25702
16,8,4,3,40717
16,8,4,4,59015
16,8,5,0,6007
16,8,5,1,14317
16,8,5,2,25701
16,8,5,3,40787
16,8,5,4,59434
16,8,5,5,81085
16,8,6,0,5797
16,8,6,1,14317
16,8,6,2,25701
16,8,6,3,40787
16,8,6,4,58736
16,8,6,5,80945
16,8,6,6,107275
16,8,7,0,5937
16,8,7,1,14178
16,8,7,2,25702
16,8,7,3,40577
16,8,7,4,58666
16,8,7,5,81155
16,8,7,6,105389
16,8,7,7,134653
16,8,8,0,5727
16,8,8,1,14318
16,8,8,2,25422
16,8,8,3,39949
16,8,8,4,56990
16,8,8,5,78780
16,8,8,6,103364
16,8,8,7,131859
16,8,8,8,162519
16,9,0,0,5867
16,9,1,0,5657
16,9,1,1,14177
16,9,2,0,5936
16,9,2,1,14178
16,9,2,2,25072
16,9,3,0,5727
16,9,3,1,14527
16,9,3,2,25562
16,9,3,3,40857
16,9,4,0,5797
16,9,4,1,14317
16,9,4,2,25562
16,9,4,3,40857
16,9,4,4,58527
16,9,5,0,6076
16,9,5,1,14107
16,9,5,2,25632
16,9,5,3,40787
16,9,5,4,58387
16,9,5,5,80457
16,9,6,0,5866
16,9,6,1,14247
16,9,6,2,25492
16,9,6,3,40787
16,9,6,4,58806
16,9,6,5,80946
16,9,6,6,106437
16,9,7,0,5727
16,9,7,1,14317
16,9,7,2,25492
16,9,7,3,40996
16,9,7,4,58596
16,9,7,5,81085
16,9,7,6,105040
16,9,7,7,134373
16,9,8,0,5797
16,9,8,1,14317
16,9,8,2,25701
16,9,8,3,40578
16,9,8,4,58527
16,9,8,5,80038
16,9,8,6,105948
16,9,8,7,134163
16,9,8,8,165941
16,9,9,0,5867
16,9,9,1,14108
16,9,9,2,25841
16,9,9,3,40508
16,9,9,4,58736
16,9,9,5,81294
16,9,9,6,106158
16,9,9,7,134932
16,9,9,8,167827
16,9,9,9,202887
16,10,0,0,5867
16,10,1,0,5866
16,10,1,1,14177
16,10,2,0,5937
16,10,2,1,14107
16,10,2,2,25003
16,10,3,0,5937
16,10,3,1,14247
16,10,3,2,25492
16,10,3,3,40856
16,10,4,0,5867
16,10,4,1,14457
16,10,4,2,25491
16,10,4,3,40648
16,10,4,4,58457
16,10,5,0,5797
16,10,5,1,14038
16,10,5,2,25002
16,10,5,3,39739
16,10,5,4,57339
16,10,5,5,78990
16,10,6,0,5657
16,10,6,1,14038
16,10,6,2,25143
16,10,6,3,39669
16,10,6,4,57898
16,10,6,5,79269
16,10,6,6,102805
16,10,7,0,5797
16,10,7,1,13758
16,10,7,2,24933
16,10,7,3,39879
16,10,7,4,57828
16,10,7,5,79269
16,10,7,6,103853
16,10,7,7,130742
16,10,8,0,5796
16,10,8,1,13968
16,10,8,2,24863
16,10,8,3,39599
16,10,8,4,57339
16,10,8,5,79060
16,10,8,6,103853
16,10,8,7,131020
16,10,8,8,162240
16,10,9,0,5727
16,10,9,1,13968
16,10,9,2,25003
16,10,9,3,39809
16,10,9,4,57129
16,10,9,5,78919
16,10,9,6,102596
16,10,9,7,131509
16,10,9,8,162449
16,10,9,9,197510
16,10,10,0,5797
16,10,10,1,14108
16,10,10,2,24863
16,10,10,3,39599
16,10,10,4,56990
16,10,10,5,78500
16,10,10,6,103294
16,10,10,7,131370
16,10,10,8,163217
16,10,10,9,198626
16,10,10,10,239763
16,11,0,0,5727
16,11,1,0,5797
16,11,1,1,14248
16,11,2,0,5797
16,11,2,1,14247
16,11,2,2,25143
16,11,3,0,5866
16,11,3,1,14527
16,11,3,2,25771
16,11,3,3,40787
16,11,4,0,5797
16,11,4,1,14387
16,11,4,2,25910
16,11,4,3,40997
16,11,4,4,59155
16,11,5,0,5867
16,11,5,1,14317
16,11,5,2,25701
16,11,5,3,40577
16,11,5,4,59015
16,11,5,5,80456
16,11,6,0,5797
16,11,6,1,14387
16,11,6,2,25771
16,11,6,3,40647
16,11,6,4,58946
16,11,6,5,80596
16,11,6,6,106507
16,11,7,0,5797
16,11,7,1,14387
16,11,7,2,25492
16,11,7,3,40647
16,11,7,4,58876
16,11,7,5,81644
16,11,7,6,105948
16,11,7,7,133815
16,11,8,0,5936
16,11,8,1,14248
16,11,8,2,25631
16,11,8,3,41066
16,11,8,4,59015
16,11,8,5,81015
16,11,8,6,106926
16,11,8,7,134653
16,11,8,8,167407
16,11,9,0,5726
16,11,9,1,14387
16,11,9,2,25632
16,11,9,3,40088
16,11,9,4,56920
16,11,9,5,78431
16,11,9,6,103364
16,11,9,7,130322
16,11,9,8,162450
16,11,9,9,196950
16,11,10,0,5797
16,11,10,1,13898
16,11,10,2,24863
16,11,10,3,39600
16,11,10,4,57060
16,11,10,5,78989
16,11,10,6,103504
16,11,10,7,130601
16,11,10,8,162659
16,11,10,9,198347
16,11,10,10,240112
16,11,11,0,5796
16,11,11,1,13898
16,11,11,2,24933
16,11,11,3,39600
16,11,11,4,56920
16,11,11,5,78291
16,11,11,6,103085
16,11,11,7,130881
16,11,11,8,163217
16,11,11,9,197649
16,11,11,10,240112
16,11,11,11,286695
16,12,0,0,5797
16,12,1,0,5867
16,12,1,1,14317
16,12,2,0,5936
16,12,2,1,14387
16,12,2,2,25632
16,12,3,0,5797
16,12,3,1,13968
16,12,3,2,25003
16,12,3,3,39669
16,12,4,0,5727
16,12,4,1,13828
16,12,4,2,24863
16,12,4,3,39600
16,12,4,4,57479
16,12,5,0,5936
16,12,5,1,13968
16,12,5,2,24793
16,12,5,3,39600
16,12,5,4,57269
16,12,5,5,78710
16,12,6,0,5866
16,12,6,1,14317
16,12,6,2,25771
16,12,6,3,41136
16,12,6,4,58317
16,12,6,5,80875
16,12,6,6,106856
16,12,7,0,5727
16,12,7,1,14457
16,12,7,2,25631
16,12,7,3,40787
16,12,7,4,59015
16,12,7,5,80945
16,12,7,6,105459
16,12,7,7,134583
16,12,8,0,5796
16,12,8,1,14038
16,12,8,2,25143
16,12,8,3,39739
16,12,8,4,57618
16,12,8,5,78222
16,12,8,6,103015
16,12,8,7,129834
16,12,8,8,163008
16,12,9,0,5797
16,12,9,1,13829
16,12,9,2,24933
16,12,9,3,39669
16,12,9,4,57270
16,12,9,5,78920
16,12,9,6,102805
16,12,9,7,131300
16,12,9,8,163077
16,12,9,9,197788
16,12,10,0,5796
16,12,10,1,13828
16,12,10,2,25143
16,12,10,3,39599
16,12,10,4,57130
16,12,10,5,78920
16,12,10,6,103434
16,12,10,7,129414
16,12,10,8,164265
16,12,10,9,198696
16,12,10,10,242137
16,12,11,0,5727
16,12,11,1,13828
16,12,11,2,25072
16,12,11,3,39390
16,12,11,4,56850
16,12,11,5,78710
16,12,11,6,102247
16,12,11,7,130252
16,12,11,8,162310
16,12,11,9,198068
16,12,11,10,239065
16,12,11,11,284111
16,12,12,0,5866
16,12,12,1,13829
16,12,12,2,25003
16,12,12,3,39739
16,12,12,4,57339
16,12,12,5,78640
16,12,12,6,102596
16,12,12,7,131301
16,12,12,8,162309
16,12,12,9,197579
16,12,12,10,237248
16,12,12,11,283971
16,12,12,12,333768
16,13,0,0,5937
16,13,1,0,5797
16,13,1,1,14457
16,13,2,0,5937
16,13,2,1,13968
16,13,2,2,25072
16,13,3,0,5867
16,13,3,1,13898
16,13,3,2,24723
16,13,3,3,39390
16,13,4,0,5936
16,13,4,1,13898
16,13,4,2,25003
16,13,4,3,39949
16,13,4,4,57060
16,13,5,0,5727
16,13,5,1,14248
16,13,5,2,24863
16,13,5,3,39669
16,13,5,4,57060
16,13,5,5,78850
16,13,6,0,5797
16,13,6,1,13759
16,13,6,2,24793
16,13,6,3,39739
16,13,6,4,57059
16,13,6,5,78780
16,13,6,6,103364
16,13,7,0,5727
16,13,7,1,13898
16,13,7,2,25212
16,13,7,3,40158
16,13,7,4,57060
16,13,7,5,78920
16,13,7,6,103993
16,13,7,7,130811
16,13,8,0,5727
16,13,8,1,14108
16,13,8,2,25073
16,13,8,3,39669
16,13,8,4,57199
16,13,8,5,79129
16,13,8,6,102596
16,13,8,7,130741
16,13,8,8,163078
16,13,9,0,5797
16,13,9,1,14247
16,13,9,2,25841
16,13,9,3,40647
16,13,9,4,59015
16,13,9,5,81154
16,13,9,6,106298
16,13,9,7,135491
16,13,9,8,167966
16,13,9,9,201909
16,13,10,0,5866
16,13,10,1,14457
16,13,10,2,25981
16,13,10,3,40647
16,13,10,4,59225
16,13,10,5,80806
16,13,10,6,105180
16,13,10,7,134792
16,13,10,8,167967
16,13,10,9,202398
16,13,10,10,246188
16,13,11,0,5797
16,13,11,1,14317
16,13,11,2,25632
16,13,11,3,40996
16,13,11,4,59015
16,13,11,5,80736
16,13,11,6,106227
16,13,11,7,134862
16,13,11,8,161331
16,13,11,9,195065
16,13,11,10,240111
16,13,11,11,283972
16,13,12,0,5797
16,13,12,1,13758
16,13,12,2,24933
16,13,12,3,39181
16,13,12,4,57130
16,13,12,5,78641
16,13,12,6,103783
16,13,12,7,130183
16,13,12,8,161820
16,13,12,9,196811
16,13,12,10,238086
16,13,12,11,285578
16,13,12,12,337260
16,13,13,0,5867
16,13,13,1,13969
16,13,13,2,24933
16,13,13,3,39530
16,13,13,4,57200
16,13,13,5,78989
16,13,13,6,103433
16,13,13,7,131370
16,13,13,8,162449
16,13,13,9,197300
16,13,13,10,238645
16,13,13,11,284112
16,13,13,12,334256
16,13,13,13,389640
16,14,0,0,5797
16,14,1,0,5727
16,14,1,1,14038
16,14,2,0,6007
16,14,2,1,14247
16,14,2,2,25073
16,14,3,0,6006
16,14,3,1,14318
16,14,3,2,25701
16,14,3,3,41067
16,14,4,0,5936
16,14,4,1,14387
16,14,4,2,25492
16,14,4,3,40996
16,14,4,4,58247
16,14,5,0,5797
16,14,5,1,14108
16,14,5,2,24933
16,14,5,3,39600
16,14,5,4,56780
16,14,5,5,78850
16,14,6,0,5796
16,14,6,1,13829
16,14,6,2,24863
16,14,6,3,39530
16,14,6,4,57548
16,14,6,5,79199
16,14,6,6,103643
16,14,7,0,5866
16,14,7,1,13968
16,14,7,2,25003
16,14,7,3,39600
16,14,7,4,57129
16,14,7,5,78990
16,14,7,6,102805
16,14,7,7,129414
16,14,8,0,5796
16,14,8,1,13828
16,14,8,2,25073
16,14,8,3,39600
16,14,8,4,57129
16,14,8,5,78850
16,14,8,6,102456
16,14,8,7,130462
16,14,8,8,161820
16,14,9,0,5727
16,14,9,1,14108
16,14,9,2,24933
16,14,9,3,39530
16,14,9,4,57130
16,14,9,5,79548
16,14,9,6,103644
16,14,9,7,131650
16,14,9,8,162798
16,14,9,9,197370
16,14,10,0,5867
16,14,10,1,13898
16,14,10,2,24794
16,14,10,3,40019
16,14,10,4,57269
16,14,10,5,79269
16,14,10,6,103434
16,14,10,7,131719
16,14,10,8,161541
16,14,10,9,197299
16,14,10,10,239903
16,14,11,0,5726
16,14,11,1,13898
16,14,11,2,24933
16,14,11,3,39530
16,14,11,4,57340
16,14,11,5,78361
16,14,11,6,103504
16,14,11,7,130532
16,14,11,8,161472
16,14,11,9,197509
16,14,11,10,235851
16,14,11,11,284111
16,14,12,0,5796
16,14,12,1,13898
16,14,12,2,24863
16,14,12,3,39390
16,14,12,4,56989
16,14,12,5,78850
16,14,12,6,103015
16,14,12,7,130672
16,14,12,8,161471
16,14,12,9,196252
16,14,12,10,239483
16,14,12,11,286137
16,14,12,12,336702
16,14,13,0,5797
16,14,13,1,13968
16,14,13,2,24934
16,14,13,3,39600
16,14,13,4,56990
16,14,13,5,78710
16,14,13,6,103294
16,14,13,7,131230
16,14,13,8,162239
16,14,13,9,196601
16,14,13,10,239204
16,14,13,11,284111
16,14,13,12,335305
16,14,13,13,389640
16,14,14,0,5797
16,14,14,1,14038
16,14,14,2,25003
16,14,14,3,39460
16,14,14,4,56710
16,14,14,5,78780
16,14,14,6,103155
16,14,14,7,130602
16,14,14,8,163008
16,14,14,9,196741
16,14,14,10,238994
16,14,14,11,284530
16,14,14,12,334886
16,14,14,13,389082
16,14,14,14,446211
16,15,0,0,5727
16,15,1,0,5797
16,15,1,1,13828
16,15,2,0,5866
16,15,2,1,13898
16,15,2,2,25003
16,15,3,0,5796
16,15,3,1,14107
16,15,3,2,25631
16,15,3,3,40926
16,15,4,0,5727
16,15,4,1,14248
16,15,4,2,25492
16,15,4,3,41066
16,15,4,4,59224
16,15,5,0,6146
16,15,5,1,14387
16,15,5,2,25562
16,15,5,3,40577
16,15,5,4,59294
16,15,5,5,79130
16,15,6,0,5866
16,15,6,1,13828
16,15,6,2,24933
16,15,6,3,39739
16,15,6,4,57129
16,15,6,5,79200
16,15,6,6,103225
16,15,7,0,5866
16,15,7,1,13968
16,15,7,2,25003
16,15,7,3,40019
16,15,7,4,56920
16,15,7,5,79339
16,15,7,6,103294
16,15,7,7,130811
16,15,8,0,5797
16,15,8,1,14387
16,15,8,2,25771
16,15,8,3,40717
16,15,8,4,58946
16,15,8,5,80876
16,15,8,6,105738
16,15,8,7,134234
16,15,8,8,166570
16,15,9,0,5796
16,15,9,1,14247
16,15,9,2,25491
16,15,9,3,40857
16,15,9,4,59085
16,15,9,5,80246
16,15,9,6,104970
16,15,9,7,135631
16,15,9,8,169782
16,15,9,9,203306
16,15,10,0,5727
16,15,10,1,14317
16,15,10,2,25492
16,15,10,3,40438
16,15,10,4,58666
16,15,10,5,80945
16,15,10,6,105808
16,15,10,7,134163
16,15,10,8,167548
16,15,10,9,203794
16,15,10,10,239344
16,15,11,0,5936
16,15,11,1,13968
16,15,11,2,24794
16,15,11,3,39251
16,15,11,4,57129
16,15,11,5,78641
16,15,11,6,103224
16,15,11,7,130951
16,15,11,8,162589
16,15,11,9,197509
16,15,11,10,241019
16,15,11,11,286346
16,15,12,0,5796
16,15,12,1,14108
16,15,12,2,24863
16,15,12,3,39600
16,15,12,4,57689
16,15,12,5,78501
16,15,12,6,103644
16,15,12,7,131509
16,15,12,8,161960
16,15,12,9,196531
16,15,12,10,238924
16,15,12,11,283064
16,15,12,12,335374
16,15,13,0,5867
16,15,13,1,14108
16,15,13,2,24933
16,15,13,3,39809
16,15,13,4,56780
16,15,13,5,78641
16,15,13,6,102875
16,15,13,7,130392
16,15,13,8,162030
16,15,13,9,196740
16,15,13,10,239483
16,15,13,11,285997
16,15,13,12,334326
16,15,13,13,391386
16,15,14,0,5867
16,15,14,1,13898
16,15,14,2,25003
16,15,14,3,39530
16,15,14,4,56711
16,15,14,5,78711
16,15,14,6,102595
16,15,14,7,130951
16,15,14,8,162030
16,15,14,9,197718
16,15,14,10,238785
16,15,14,11,283064
16,15,14,12,334327
16,15,14,13,387755
16,15,14,14,446631
16,15,15,0,5727
16,15,15,1,13898
16,15,15,2,25143
16,15,15,3,39949
16,15,15,4,57059
16,15,15,5,78291
16,15,15,6,103224
16,15,15,7,129484
16,15,15,8,162589
16,15,15,9,197509
16,15,15,10,239693
16,15,15,11,286416
16,15,15,12,334117
16,15,15,13,390409
16,15,15,14,448307
16,15,15,15,509696
16,16,0,0,6076
16,16,1,0,6006
16,16,1,1,14387
16,16,2,0,6076
16,16,2,1,14806
16,16,2,2,25841
16,16,3,0,5936
16,16,3,1,13898
16,16,3,2,25212
16,16,3,3,39879
16,16,4,0,6216
16,16,4,1,14178
16,16,4,2,25352
16,16,4,3,39949
16,16,4,4,57689
16,16,5,0,5936
16,16,5,1,14038
16,16,5,2,25212
16,16,5,3,40228
16,16,5,4,57758
16,16,5,5,80457
16,16,6,0,5936
16,16,6,1,14177
16,16,6,2,25422
16,16,6,3,39949
16,16,6,4,58806
16,16,6,5,79828
16,16,6,6,103783
16,16,7,0,6076
16,16,7,1,14108
16,16,7,2,25213
16,16,7,3,40089
16,16,7,4,57968
16,16,7,5,79967
16,16,7,6,105598
16,16,7,7,132278
16,16,8,0,5936
16,16,8,1,14667
16,16,8,2,26051
16,16,8,3,41275
16,16,8,4,59155
16,16,8,5,83180
16,16,8,6,108392
16,16,8,7,138005
16,16,8,8,168245
16,16,9,0,6077
16,16,9,1,14667
16,16,9,2,25841
16,16,9,3,40857
16,16,9,4,59365
16,16,9,5,82132
16,16,9,6,109091
16,16,9,7,135630
16,16,9,8,173553
16,16,9,9,197090
16,16,10,0,5937
16,16,10,1,14037
16,16,10,2,25701
16,16,10,3,40368
16,16,10,4,58526
16,16,10,5,79479
16,16,10,6,105040
16,16,10,7,134373
16,16,10,8,163218
16,16,10,9,200512
16,16,10,10,243953
16,16,11,0,5867
16,16,11,1,14318
16,16,11,2,25352
16,16,11,3,39948
16,16,11,4,57269
16,16,11,5,79129
16,16,11,6,105738
16,16,11,7,132767
16,16,11,8,163776
16,16,11,9,202956
16,16,11,10,240112
16,16,11,11,289001
16,16,12,0,6076
16,16,12,1,14108
16,16,12,2,25631
16,16,12,3,39879
16,16,12,4,57269
16,16,12,5,79688
16,16,12,6,104760
16,16,12,7,132697
16,16,12,8,165871
16,16,12,9,208544
16,16,12,10,243883
16,16,12,11,293540
16,16,12,12,337889
16,16,13,0,5867
16,16,13,1,13898
16,16,13,2,25491
16,16,13,3,40228
16,16,13,4,57479
16,16,13,5,79967
16,16,13,6,104761
16,16,13,7,133605
16,16,13,8,166360
16,16,13,9,198417
16,16,13,10,242068
16,16,13,11,290467
16,16,13,12,344105
16,16,13,13,391666
16,16,14,0,5936
16,16,14,1,14318
16,16,14,2,25492
16,16,14,3,40159
16,16,14,4,59155
16,16,14,5,79478
16,16,14,6,103085
16,16,14,7,134024
16,16,14,8,163427
16,16,14,9,198138
16,16,14,10,244302
16,16,14,11,288232
16,16,14,12,337330
16,16,14,13,400605
16,16,14,14,455361
16,16,15,0,6076
16,16,15,1,13898
16,16,15,2,25282
16,16,15,3,40367
16,16,15,4,59015
16,16,15,5,80526
16,16,15,6,105808
16,16,15,7,133535
16,16,15,8,163008
16,16,15,9,197509
16,16,15,10,245280
16,16,15,11,290187
16,16,15,12,334606
16,16,15,13,389850
16,16,15,14,447538
16,16,15,15,517798
16,16,16,0,6007
16,16,16,1,14038
16,16,16,2,25352
16,16,16,3,40159
16,16,16,4,58037
16,16,16,5,82971
16,16,16,6,103155
16,16,16,7,131998
16,16,16,8,163776
16,16,16,9,205960
16,16,16,10,245629
16,16,16,11,293470
16,16,16,12,338168
16,16,16,13,399767
16,16,16,14,456478
16,16,16,15,518845
16,16,16,16,581702
16,17,0,0,6216
16,17,1,0,6355
16,17,1,1,14737
16,17,2,0,6355
16,17,2,1,15015
16,17,2,2,25631
16,17,3,0,6285
16,17,3,1,14457
16,17,3,2,25771
16,17,3,3,40298
16,17,4,0,6425
16,17,4,1,14597
16,17,4,2,25701
16,17,4,3,39949
16,17,4,4,59504
16,17,5,0,6495
16,17,5,1,14806
16,17,5,2,25352
16,17,5,3,40298
16,17,5,4,59364
16,17,5,5,80387
16,17,6,0,6425
16,17,6,1,14806
16,17,6,2,25632
16,17,6,3,40577
16,17,6,4,59295
16,17,6,5,81294
16,17,6,6,105809
16,17,7,0,6286
16,17,7,1,14736
16,17,7,2,25561
16,17,7,3,40437
16,17,7,4,58387
16,17,7,5,79897
16,17,7,6,104551
16,17,7,7,133954
16,17,8,0,6285
16,17,8,1,14527
16,17,8,2,25561
16,17,8,3,40926
16,17,8,4,58527
16,17,8,5,82901
16,17,8,6,108462
16,17,8,7,137097
16,17,8,8,171389
16,17,9,0,6565
16,17,9,1,14596
16,17,9,2,25771
16,17,9,3,40367
16,17,9,4,58876
16,17,9,5,79199
16,17,9,6,105110
16,17,9,7,131580
16,17,9,8,172297
16,17,9,9,204144
16,17,10,0,6635
16,17,10,1,14946
16,17,10,2,25632
16,17,10,3,40508
16,17,10,4,59784
16,17,10,5,81573
16,17,10,6,106437
16,17,10,7,132069
16,17,10,8,166151
16,17,10,9,197370
16,17,10,10,244442
16,17,11,0,6425
16,17,11,1,14597
16,17,11,2,25562
16,17,11,3,40298
16,17,11,4,59993
16,17,11,5,81155
16,17,11,6,105878
16,17,11,7,137516
16,17,11,8,168804
16,17,11,9,203795
16,17,11,10,246258
16,17,11,11,293959
16,17,12,0,6285
16,17,12,1,14527
16,17,12,2,25632
16,17,12,3,40857
16,17,12,4,58317
16,17,12,5,80177
16,17,12,6,104691
16,17,12,7,133885
16,17,12,8,168385
16,17,12,9,205192
16,17,12,10,246956
16,17,12,11,295775
16,17,12,12,336002
16,17,13,0,6355
16,17,13,1,14806
16,17,13,2,25701
16,17,13,3,40298
16,17,13,4,59853
16,17,13,5,82272
16,17,13,6,107484
16,17,13,7,137237
16,17,13,8,170411
16,17,13,9,198626
16,17,13,10,249540
16,17,13,11,291584
16,17,13,12,346549
16,17,13,13,404657
16,17,14,0,6495
16,17,14,1,14736
16,17,14,2,25631
16,17,14,3,40647
16,17,14,4,58805
16,17,14,5,83599
16,17,14,6,107973
16,17,14,7,134653
16,17,14,8,170481
16,17,14,9,197369
16,17,14,10,250797
16,17,14,11,288162
16,17,14,12,347387
16,17,14,13,402841
16,17,14,14,457805
16,17,15,0,6495
16,17,15,1,14527
16,17,15,2,25701
16,17,15,3,40507
16,17,15,4,58596
16,17,15,5,80387
16,17,15,6,105669
16,17,15,7,136888
16,17,15,8,164335
16,17,15,9,202049
16,17,15,10,246258
16,17,15,11,294308
16,17,15,12,339845
16,17,15,13,390618
16,17,15,14,456477
16,17,15,15,526179
16,17,16,0,6355
16,17,16,1,14876
16,17,16,2,25771
16,17,16,3,40508
16,17,16,4,59364
16,17,16,5,82342
16,17,16,6,108742
16,17,16,7,133046
16,17,16,8,166081
16,17,16,9,207357
16,17,16,10,252124
16,17,16,11,298638
16,17,16,12,345920
16,17,16,13,403958
16,17,16,14,468141
16,17,16,15,521360
16,17,16,16,573252
16,17,17,0,6495
16,17,17,1,14806
16,17,17,2,25771
16,17,17,3,40368
16,17,17,4,59294
16,17,17,5,81923
16,17,17,6,107554
16,17,17,7,137307
16,17,17,8,164474
16,17,17,9,201979
16,17,17,10,244651
16,17,17,11,293750
16,17,17,12,349971
16,17,17,13,400256
16,17,17,14,467443
16,17,17,15,537423
16,17,17,16,603702
16,17,17,17,654476
16,18,0,0,6426
16,18,1,0,6495
16,18,1,1,15155
16,18,2,0,6705
16,18,2,1,15295
16,18,2,2,26470
16,18,3,0,6565
16,18,3,1,15435
16,18,3,2,26679
16,18,3,3,42184
16,18,4,0,6425
16,18,4,1,15434
