Ciudades,Rutas,TotalPremium,LimitePremium,Nanosegundos
9,16,12,10,91980
9,16,12,11,105110
9,16,12,12,119846
9,16,13,0,4679
9,16,13,1,8241
9,16,13,2,12920
9,16,13,3,19346
9,16,13,4,26120
9,16,13,5,34222
9,16,13,6,43231
9,16,13,7,53148
9,16,13,8,64673
9,16,13,9,76965
9,16,13,10,89954
9,16,13,11,104412
9,16,13,12,118520
9,16,13,13,136748
9,16,14,0,4749
9,16,14,1,8241
9,16,14,2,12851
9,16,14,3,19066
9,16,14,4,26469
9,16,14,5,34292
9,16,14,6,43161
9,16,14,7,52799
9,16,14,8,64812
9,16,14,9,77384
9,16,14,10,90025
9,16,14,11,103923
9,16,14,12,119008
9,16,14,13,136399
9,16,14,14,151903
9,16,15,0,5029
9,16,15,1,8381
9,16,15,2,13130
9,16,15,3,19485
9,16,15,4,26121
9,16,15,5,34152
9,16,15,6,43162
9,16,15,7,53847
9,16,15,8,65371
9,16,15,9,77803
9,16,15,10,92189
9,16,15,11,105040
9,16,15,12,121383
9,16,15,13,137516
9,16,15,14,153649
9,16,15,15,172507
9,16,16,0,4749
9,16,16,1,8241
9,16,16,2,12920
9,16,16,3,19137
9,16,16,4,26399
9,16,16,5,34431
9,16,16,6,43511
9,16,16,7,53707
9,16,16,8,65091
9,16,16,9,77663
9,16,16,10,91491
9,16,16,11,105808
9,16,16,12,120545
9,16,16,13,137377
9,16,16,14,155325
9,16,16,15,172646
9,16,16,16,192341
9,17,0,0,5029
9,17,1,0,5238
9,17,1,1,8800
9,17,2,0,5238
9,17,2,1,8940
9,17,2,2,13688
9,17,3,0,4889
9,17,3,1,9079
9,17,3,2,13619
9,17,3,3,20394
9,17,4,0,5098
9,17,4,1,9080
9,17,4,2,13619
9,17,4,3,20533
9,17,4,4,28006
9,17,5,0,5168
9,17,5,1,9219
9,17,5,2,13619
9,17,5,3,20882
9,17,5,4,27796
9,17,5,5,35898
9,17,6,0,5099
9,17,6,1,9009
9,17,6,2,14108
9,17,6,3,20323
9,17,6,4,27657
9,17,6,5,36037
9,17,6,6,45676
9,17,7,0,5098
9,17,7,1,9079
9,17,7,2,13828
9,17,7,3,20323
9,17,7,4,27727
9,17,7,5,35758
9,17,7,6,45536
9,17,7,7,56292
9,17,8,0,5168
9,17,8,1,9009
9,17,8,2,13480
9,17,8,3,20114
9,17,8,4,27587
9,17,8,5,35968
9,17,8,6,45605
9,17,8,7,56571
9,17,8,8,67955
9,17,9,0,5238
9,17,9,1,9219
9,17,9,2,13829
9,17,9,3,20254
9,17,9,4,27518
9,17,9,5,34641
9,17,9,6,44489
9,17,9,7,54685
9,17,9,8,65929
9,17,9,9,78501
9,17,10,0,5098
9,17,10,1,9219
9,17,10,2,13270
9,17,10,3,19765
9,17,10,4,27238
9,17,10,5,34990
9,17,10,6,44558
9,17,10,7,54964
9,17,10,8,66209
9,17,10,9,78780
9,17,10,10,92678
9,17,11,0,5029
9,17,11,1,9079
9,17,11,2,13340
9,17,11,3,19695
9,17,11,4,26889
9,17,11,5,34711
9,17,11,6,43860
9,17,11,7,54266
9,17,11,8,65161
9,17,11,9,76825
9,17,11,10,91701
9,17,11,11,105180
9,17,12,0,5168
9,17,12,1,8730
9,17,12,2,13410
9,17,12,3,19695
9,17,12,4,27098
9,17,12,5,34781
9,17,12,6,43930
9,17,12,7,54406
9,17,12,8,66139
9,17,12,9,77104
9,17,12,10,90653
9,17,12,11,105529
9,17,12,12,121872
9,17,13,0,5308
9,17,13,1,9009
9,17,13,2,13828
9,17,13,3,20184
9,17,13,4,27308
9,17,13,5,35549
9,17,13,6,45606
9,17,13,7,56012
9,17,13,8,67186
9,17,13,9,79758
9,17,13,10,94285
9,17,13,11,109301
9,17,13,12,123828
9,17,13,13,141008
9,17,14,0,5168
9,17,14,1,9288
9,17,14,2,13688
9,17,14,3,19695
9,17,14,4,26818
9,17,14,5,35199
9,17,14,6,43999
9,17,14,7,54755
9,17,14,8,65859
9,17,14,9,77663
9,17,14,10,91421
9,17,14,11,104761
9,17,14,12,120545
9,17,14,13,135910
9,17,14,14,153370
9,17,15,0,5168
9,17,15,1,8870
9,17,15,2,13130
9,17,15,3,19695
9,17,15,4,26749
9,17,15,5,35060
9,17,15,6,44209
9,17,15,7,55105
9,17,15,8,65511
9,17,15,9,77873
9,17,15,10,91561
9,17,15,11,105669
9,17,15,12,121733
9,17,15,13,137376
9,17,15,14,155255
9,17,15,15,173693
9,17,16,0,5098
9,17,16,1,8870
9,17,16,2,13619
9,17,16,3,19695
9,17,16,4,26819
9,17,16,5,35200
9,17,16,6,44558
9,17,16,7,55034
9,17,16,8,66488
9,17,16,9,78151
9,17,16,10,91911
9,17,16,11,105809
9,17,16,12,121453
9,17,16,13,137027
9,17,16,14,154906
9,17,16,15,173345
9,17,16,16,192760
9,17,17,0,5168
9,17,17,1,9219
9,17,17,2,13479
9,17,17,3,20115
9,17,17,4,27168
9,17,17,5,35060
9,17,17,6,44419
9,17,17,7,55104
9,17,17,8,66278
9,17,17,9,78570
9,17,17,10,91141
9,17,17,11,106437
9,17,17,12,121383
9,17,17,13,139401
9,17,17,14,157630
9,17,17,15,176278
9,17,17,16,194366
9,17,17,17,216925
9,18,0,0,5308
9,18,1,0,5307
9,18,1,1,9149
9,18,2,0,5307
9,18,2,1,9428
9,18,2,2,13759
9,18,3,0,4959
9,18,3,1,9428
9,18,3,2,14178
9,18,3,3,20813
9,18,4,0,5238
9,18,4,1,9219
9,18,4,2,13898
9,18,4,3,21162
9,18,4,4,28216
9,18,5,0,5307
9,18,5,1,9288
9,18,5,2,14038
9,18,5,3,20673
9,18,5,4,28006
9,18,5,5,36457
9,18,6,0,5168
9,18,6,1,9289
9,18,6,2,13898
9,18,6,3,20952
9,18,6,4,27937
9,18,6,5,36387
9,18,6,6,45675
9,18,7,0,5238
9,18,7,1,9009
9,18,7,2,13899
9,18,7,3,20533
9,18,7,4,27307
9,18,7,5,35898
9,18,7,6,44628
9,18,7,7,55174
9,18,8,0,5238
9,18,8,1,9079
9,18,8,2,13480
9,18,8,3,20464
9,18,8,4,27378
9,18,8,5,35339
9,18,8,6,45186
9,18,8,7,55174
9,18,8,8,66628
9,18,9,0,5238
9,18,9,1,8940
9,18,9,2,13619
9,18,9,3,20254
9,18,9,4,27657
9,18,9,5,35548
9,18,9,6,44628
9,18,9,7,54755
9,18,9,8,66558
9,18,9,9,78292
9,18,10,0,5238
9,18,10,1,9288
9,18,10,2,14178
9,18,10,3,20743
9,18,10,4,27936
9,18,10,5,36527
9,18,10,6,46095
9,18,10,7,56641
9,18,10,8,68653
9,18,10,9,82203
9,18,10,10,95542
9,18,11,0,5238
9,18,11,1,9219
9,18,11,2,13898
9,18,11,3,20812
9,18,11,4,27936
9,18,11,5,36457
9,18,11,6,46234
9,18,11,7,57129
9,18,11,8,69002
9,18,11,9,81365
9,18,11,10,95961
9,18,11,11,110488
9,18,12,0,5168
9,18,12,1,9428
9,18,12,2,14177
9,18,12,3,20673
9,18,12,4,27797
9,18,12,5,36248
9,18,12,6,46235
9,18,12,7,57409
9,18,12,8,68444
9,18,12,9,81364
9,18,12,10,94634
9,18,12,11,109720
9,18,12,12,125504
9,18,13,0,5238
9,18,13,1,9289
9,18,13,2,13968
9,18,13,3,20743
9,18,13,4,28356
9,18,13,5,36736
9,18,13,6,45746
9,18,13,7,57409
9,18,13,8,69003
9,18,13,9,82691
9,18,13,10,94913
9,18,13,11,111815
9,18,13,12,127110
9,18,13,13,143593
9,18,14,0,5238
9,18,14,1,9359
9,18,14,2,13829
9,18,14,3,21301
9,18,14,4,28076
9,18,14,5,36177
9,18,14,6,46374
9,18,14,7,57409
9,18,14,8,68374
9,18,14,9,81364
9,18,14,10,96100
9,18,14,11,109859
9,18,14,12,127180
9,18,14,13,140659
9,18,14,14,157490
9,18,15,0,5238
9,18,15,1,9079
9,18,15,2,13549
9,18,15,3,20253
9,18,15,4,27726
9,18,15,5,35339
9,18,15,6,44978
9,18,15,7,54965
9,18,15,8,65930
9,18,15,9,78501
9,18,15,10,91142
9,18,15,11,105739
9,18,15,12,121243
9,18,15,13,137027
9,18,15,14,154487
9,18,15,15,173764
9,18,16,0,5307
9,18,16,1,9009
9,18,16,2,13758
9,18,16,3,20393
9,18,16,4,27238
9,18,16,5,35479
9,18,16,6,44907
9,18,16,7,55593
9,18,16,8,66489
9,18,16,9,79688
9,18,16,10,92538
9,18,16,11,107065
9,18,16,12,123129
9,18,16,13,138983
9,18,16,14,156932
9,18,16,15,175230
9,18,16,16,195833
9,18,17,0,5307
9,18,17,1,9010
9,18,17,2,13619
9,18,17,3,20463
9,18,17,4,27448
9,18,17,5,35968
9,18,17,6,44977
9,18,17,7,55663
9,18,17,8,66907
9,18,17,9,78989
9,18,17,10,92609
9,18,17,11,107345
9,18,17,12,122571
9,18,17,13,138563
9,18,17,14,155884
9,18,17,15,173763
9,18,17,16,192620
9,18,17,17,213643
9,18,18,0,5169
9,18,18,1,9009
9,18,18,2,13689
9,18,18,3,20394
9,18,18,4,27098
9,18,18,5,35339
9,18,18,6,45117
9,18,18,7,55314
9,18,18,8,66698
9,18,18,9,78222
9,18,18,10,91282
9,18,18,11,106367
9,18,18,12,121871
9,18,18,13,138773
9,18,18,14,154697
9,18,18,15,173554
9,18,18,16,193109
9,18,18,17,213573
9,18,18,18,238855
9,19,0,0,5308
9,19,1,0,5238
9,19,1,1,9358
9,19,2,0,5448
9,19,2,1,9498
9,19,2,2,13829
9,19,3,0,5028
9,19,3,1,9708
9,19,3,2,14387
9,19,3,3,21651
9,19,4,0,5517
9,19,4,1,9428
9,19,4,2,14247
9,19,4,3,21650
9,19,4,4,28844
9,19,5,0,5308
9,19,5,1,9429
9,19,5,2,14387
9,19,5,3,21161
9,19,5,4,28425
9,19,5,5,36946
9,19,6,0,5238
9,19,6,1,9568
9,19,6,2,14317
9,19,6,3,21092
9,19,6,4,28425
9,19,6,5,36806
9,19,6,6,45815
9,19,7,0,5238
9,19,7,1,9289
9,19,7,2,13968
9,19,7,3,20883
9,19,7,4,27797
9,19,7,5,35828
9,19,7,6,45886
9,19,7,7,56222
9,19,8,0,5238
9,19,8,1,9289
9,19,8,2,14038
9,19,8,3,20742
9,19,8,4,27517
9,19,8,5,35758
9,19,8,6,45536
9,19,8,7,56221
9,19,8,8,67885
9,19,9,0,5378
9,19,9,1,9638
9,19,9,2,14247
9,19,9,3,21441
9,19,9,4,28355
9,19,9,5,37085
9,19,9,6,46304
9,19,9,7,57688
9,19,9,8,69981
9,19,9,9,81504
9,19,10,0,5308
9,19,10,1,9777
9,19,10,2,14248
9,19,10,3,21651
9,19,10,4,27796
9,19,10,5,35967
9,19,10,6,45467
9,19,10,7,56152
9,19,10,8,67815
9,19,10,9,80317
9,19,10,10,93866
9,19,11,0,5377
9,19,11,1,9149
9,19,11,2,13828
9,19,11,3,20812
9,19,11,4,27657
9,19,11,5,35968
9,19,11,6,45606
9,19,11,7,55943
9,19,11,8,67466
9,19,11,9,80317
9,19,11,10,93936
9,19,11,11,110138
9,19,12,0,5238
9,19,12,1,9219
9,19,12,2,13968
9,19,12,3,20813
9,19,12,4,27657
9,19,12,5,36177
9,19,12,6,45676
9,19,12,7,56082
9,19,12,8,68025
9,19,12,9,80387
9,19,12,10,94285
9,19,12,11,106996
9,19,12,12,123199
9,19,13,0,5378
9,19,13,1,9568
9,19,13,2,14457
9,19,13,3,21092
9,19,13,4,28216
9,19,13,5,36946
9,19,13,6,46933
9,19,13,7,57759
9,19,13,8,69421
9,19,13,9,81992
9,19,13,10,96170
9,19,13,11,110697
9,19,13,12,125364
9,19,13,13,140030
9,19,14,0,5308
9,19,14,1,9150
9,19,14,2,13899
9,19,14,3,20882
9,19,14,4,27727
9,19,14,5,35898
9,19,14,6,45536
9,19,14,7,56012
9,19,14,8,67885
9,19,14,9,80945
9,19,14,10,93167
9,19,14,11,108183
9,19,14,12,124247
9,19,14,13,141846
9,19,14,14,161332
9,19,15,0,5238
9,19,15,1,9289
9,19,15,2,13968
9,19,15,3,20882
9,19,15,4,27936
9,19,15,5,36457
9,19,15,6,45327
9,19,15,7,56780
9,19,15,8,67745
9,19,15,9,80107
9,19,15,10,93656
9,19,15,11,108671
9,19,15,12,122291
9,19,15,13,139052
9,19,15,14,157351
9,19,15,15,175230
9,19,16,0,5378
9,19,16,1,9289
9,19,16,2,14178
9,19,16,3,20742
9,19,16,4,27727
9,19,16,5,36247
9,19,16,6,46025
9,19,16,7,56850
9,19,16,8,68234
9,19,16,9,80526
9,19,16,10,93447
9,19,16,11,109790
9,19,16,12,124945
9,19,16,13,141986
9,19,16,14,159655
9,19,16,15,178024
9,19,16,16,198138
9,19,17,0,5377
9,19,17,1,9219
9,19,17,2,13829
9,19,17,3,20742
9,19,17,4,28006
9,19,17,5,35967
9,19,17,6,45676
9,19,17,7,55594
9,19,17,8,67256
9,19,17,9,79339
9,19,17,10,93377
9,19,17,11,106227
9,19,17,12,122640
9,19,17,13,138774
9,19,17,14,156373
9,19,17,15,173973
9,19,17,16,194855
9,19,17,17,216087
9,19,18,0,5308
9,19,18,1,9219
9,19,18,2,14177
9,19,18,3,20743
9,19,18,4,27936
9,19,18,5,36387
9,19,18,6,45676
9,19,18,7,56221
9,19,18,8,67396
9,19,18,9,81224
9,19,18,10,93796
9,19,18,11,108812
9,19,18,12,124177
9,19,18,13,140100
9,19,18,14,157281
9,19,18,15,175230
9,19,18,16,197719
9,19,18,17,216436
9,19,18,18,244372
9,19,19,0,5308
9,19,19,1,9219
9,19,19,2,14038
9,19,19,3,21092
9,19,19,4,27866
9,19,19,5,35967
9,19,19,6,45466
9,19,19,7,56292
9,19,19,8,66907
9,19,19,9,79059
9,19,19,10,92539
9,19,19,11,107345
9,19,19,12,122849
9,19,19,13,139891
9,19,19,14,157002
9,19,19,15,176068
9,19,19,16,196112
9,19,19,17,215179
9,19,19,18,240531
9,19,19,19,265115
9,20,0,0,5727
9,20,1,0,5447
9,20,1,1,9638
9,20,2,0,5866
9,20,2,1,9568
9,20,2,2,14387
9,20,3,0,5168
9,20,3,1,9778
9,20,3,2,14737
9,20,3,3,21930
9,20,4,0,5448
9,20,4,1,9708
9,20,4,2,14457
9,20,4,3,22000
9,20,4,4,28984
9,20,5,0,5378
9,20,5,1,9638
9,20,5,2,14666
9,20,5,3,21441
9,20,5,4,29054
9,20,5,5,37714
9,20,6,0,5378
9,20,6,1,9778
9,20,6,2,14666
9,20,6,3,21511
9,20,6,4,28914
9,20,6,5,38133
9,20,6,6,47701
9,20,7,0,5448
9,20,7,1,9848
9,20,7,2,14736
9,20,7,3,21580
9,20,7,4,28914
9,20,7,5,36527
9,20,7,6,46374
9,20,7,7,56920
9,20,8,0,5307
9,20,8,1,9428
9,20,8,2,14248
9,20,8,3,21232
9,20,8,4,28145
9,20,8,5,36527
9,20,8,6,46514
9,20,8,7,56781
9,20,8,8,68584
9,20,9,0,5378
9,20,9,1,9428
9,20,9,2,14108
9,20,9,3,21092
9,20,9,4,28635
9,20,9,5,36666
9,20,9,6,46514
9,20,9,7,57339
9,20,9,8,68933
9,20,9,9,81225
9,20,10,0,5518
9,20,10,1,9848
9,20,10,2,14527
9,20,10,3,21511
9,20,10,4,28914
9,20,10,5,37644
9,20,10,6,47701
9,20,10,7,58736
9,20,10,8,71307
9,20,10,9,83320
9,20,10,10,98266
9,20,11,0,5447
9,20,11,1,9638
9,20,11,2,14387
9,20,11,3,22070
9,20,11,4,29123
9,20,11,5,37574
9,20,11,6,47701
9,20,11,7,58387
9,20,11,8,70609
9,20,11,9,83319
9,20,11,10,96939
9,20,11,11,108113
9,20,12,0,5448
9,20,12,1,9498
9,20,12,2,14387
9,20,12,3,21161
9,20,12,4,28355
9,20,12,5,36737
9,20,12,6,46444
9,20,12,7,57339
9,20,12,8,69072
9,20,12,9,81434
9,20,12,10,94703
9,20,12,11,107694
9,20,12,12,126272
9,20,13,0,5447
9,20,13,1,9359
9,20,13,2,14247
9,20,13,3,20952
9,20,13,4,28356
9,20,13,5,36667
9,20,13,6,46444
9,20,13,7,57130
9,20,13,8,68653
9,20,13,9,79968
9,20,13,10,93865
9,20,13,11,108742
9,20,13,12,125923
9,20,13,13,142405
9,20,14,0,5447
9,20,14,1,9568
9,20,14,2,14038
9,20,14,3,20812
9,20,14,4,28076
9,20,14,5,36456
9,20,14,6,46793
9,20,14,7,57269
9,20,14,8,68863
9,20,14,9,80386
9,20,14,10,94913
9,20,14,11,109440
9,20,14,12,125504
9,20,14,13,140938
9,20,14,14,159306
9,20,15,0,5447
9,20,15,1,9429
9,20,15,2,14248
9,20,15,3,21162
9,20,15,4,28425
9,20,15,5,36317
9,20,15,6,45885
9,20,15,7,57059
9,20,15,8,68723
9,20,15,9,80735
9,20,15,10,93656
9,20,15,11,109231
9,20,15,12,124037
9,20,15,13,142405
9,20,15,14,157979
9,20,15,15,176837
9,20,16,0,5447
9,20,16,1,9498
9,20,16,2,14317
9,20,16,3,21581
9,20,16,4,28355
9,20,16,5,36666
9,20,16,6,46444
9,20,16,7,56780
9,20,16,8,68583
9,20,16,9,81015
9,20,16,10,94844
9,20,16,11,110418
9,20,16,12,125993
9,20,16,13,141846
9,20,16,14,159237
9,20,16,15,178582
9,20,16,16,199604
9,20,17,0,5517
9,20,17,1,9777
9,20,17,2,14387
9,20,17,3,21232
9,20,17,4,28216
9,20,17,5,36596
9,20,17,6,46374
9,20,17,7,56221
9,20,17,8,68164
9,20,17,9,80527
9,20,17,10,93796
9,20,17,11,109580
9,20,17,12,123129
9,20,17,13,140170
9,20,17,14,158398
9,20,17,15,176906
9,20,17,16,197998
9,20,17,17,217763
9,20,18,0,5447
9,20,18,1,9568
9,20,18,2,14108
9,20,18,3,21232
9,20,18,4,28076
9,20,18,5,36597
9,20,18,6,46374
9,20,18,7,57060
9,20,18,8,69701
9,20,18,9,81574
9,20,18,10,94634
9,20,18,11,110837
9,20,18,12,124875
9,20,18,13,144081
9,20,18,14,159865
9,20,18,15,179840
9,20,18,16,198906
9,20,18,17,220975
9,20,18,18,247724
9,20,19,0,5518
9,20,19,1,9428
9,20,19,2,14037
9,20,19,3,21162
9,20,19,4,28006
9,20,19,5,36736
9,20,19,6,46235
9,20,19,7,57269
9,20,19,8,68793
9,20,19,9,81923
9,20,19,10,93935
9,20,19,11,109510
9,20,19,12,126202
9,20,19,13,144501
9,20,19,14,160773
9,20,19,15,177814
9,20,19,16,197579
9,20,19,17,219020
9,20,19,18,244721
9,20,19,19,269096
9,20,20,0,5517
9,20,20,1,9568
9,20,20,2,14038
9,20,20,3,21092
9,20,20,4,28076
9,20,20,5,36597
9,20,20,6,46165
9,20,20,7,56571
9,20,20,8,68653
9,20,20,9,80805
9,20,20,10,94145
9,20,20,11,108253
9,20,20,12,124176
9,20,20,13,142335
9,20,20,14,158887
9,20,20,15,176069
9,20,20,16,196043
9,20,20,17,218880
9,20,20,18,244722
9,20,20,19,268607
9,20,20,20,295076
9,21,0,0,5517
9,21,1,0,5448
9,21,1,1,10266
9,21,2,0,5587
9,21,2,1,9848
9,21,2,2,14666
9,21,3,0,5378
9,21,3,1,10057
9,21,3,2,15016
9,21,3,3,22070
9,21,4,0,5447
9,21,4,1,9917
9,21,4,2,14876
9,21,4,3,22349
9,21,4,4,29333
9,21,5,0,5518
9,21,5,1,9847
9,21,5,2,15155
9,21,5,3,22069
9,21,5,4,29683
9,21,5,5,38762
9,21,6,0,5447
9,21,6,1,9917
9,21,6,2,14736
9,21,6,3,22000
9,21,6,4,29472
9,21,6,5,38063
9,21,6,6,48190
9,21,7,0,5517
9,21,7,1,9917
9,21,7,2,14736
9,21,7,3,22139
9,21,7,4,29891
9,21,7,5,38272
9,21,7,6,47980
9,21,7,7,59015
9,21,8,0,5517
9,21,8,1,9638
9,21,8,2,14736
9,21,8,3,21510
9,21,8,4,28635
9,21,8,5,36946
9,21,8,6,46863
9,21,8,7,57898
9,21,8,8,69770
9,21,9,0,5517
9,21,9,1,9917
9,21,9,2,14457
9,21,9,3,21790
9,21,9,4,28845
9,21,9,5,37504
9,21,9,6,46723
9,21,9,7,57967
9,21,9,8,70888
9,21,9,9,82691
9,21,10,0,5447
9,21,10,1,9778
9,21,10,2,14527
9,21,10,3,21790
9,21,10,4,28775
9,21,10,5,37155
9,21,10,6,46863
9,21,10,7,57479
9,21,10,8,69002
9,21,10,9,80596
9,21,10,10,94145
9,21,11,0,5587
9,21,11,1,9918
9,21,11,2,15155
9,21,11,3,22349
9,21,11,4,29613
9,21,11,5,38202
9,21,11,6,48469
9,21,11,7,59085
9,21,11,8,71168
9,21,11,9,83739
9,21,11,10,97917
9,21,11,11,113141
9,21,12,0,5587
9,21,12,1,9918
9,21,12,2,14876
9,21,12,3,22210
9,21,12,4,29612
9,21,12,5,38273
9,21,12,6,48120
9,21,12,7,59016
9,21,12,8,71377
9,21,12,9,84437
9,21,12,10,99662
9,21,12,11,113491
9,21,12,12,129414
9,21,13,0,5587
9,21,13,1,9988
9,21,13,2,14806
9,21,13,3,22070
9,21,13,4,29683
9,21,13,5,38063
9,21,13,6,47841
9,21,13,7,59364
9,21,13,8,70469
9,21,13,9,84856
9,21,13,10,99523
9,21,13,11,111745
9,21,13,12,128716
9,21,13,13,145687
9,21,14,0,5657
9,21,14,1,9777
9,21,14,2,14876
9,21,14,3,22209
9,21,14,4,29822
9,21,14,5,38273
9,21,14,6,48330
9,21,14,7,59435
9,21,14,8,71168
9,21,14,9,83879
9,21,14,10,98754
9,21,14,11,109999
9,21,14,12,125224
9,21,14,13,141636
9,21,14,14,159795
9,21,15,0,5517
9,21,15,1,9638
9,21,15,2,14317
9,21,15,3,21651
9,21,15,4,28914
9,21,15,5,37086
9,21,15,6,47072
9,21,15,7,57897
9,21,15,8,69561
9,21,15,9,81993
9,21,15,10,94354
9,21,15,11,109300
9,21,15,12,125224
9,21,15,13,141567
9,21,15,14,159236
9,21,15,15,179630
9,21,16,0,5447
9,21,16,1,9917
9,21,16,2,14527
9,21,16,3,21371
9,21,16,4,28914
9,21,16,5,37435
9,21,16,6,47003
9,21,16,7,57758
9,21,16,8,69421
9,21,16,9,82063
9,21,16,10,95332
9,21,16,11,109091
9,21,16,12,124944
9,21,16,13,141148
9,21,16,14,161611
9,21,16,15,179211
9,21,16,16,197649
9,21,17,0,5587
9,21,17,1,9848
9,21,17,2,14666
9,21,17,3,21511
9,21,17,4,28775
9,21,17,5,37225
9,21,17,6,46723
9,21,17,7,57409
9,21,17,8,69771
9,21,17,9,81993
9,21,17,10,95682
9,21,17,11,109301
9,21,17,12,124945
9,21,17,13,141777
9,21,17,14,158888
9,21,17,15,179071
9,21,17,16,197230
9,21,17,17,218950
9,21,18,0,5657
9,21,18,1,9708
9,21,18,2,14387
9,21,18,3,21651
9,21,18,4,29053
9,21,18,5,37085
9,21,18,6,47282
9,21,18,7,57409
9,21,18,8,69910
9,21,18,9,81574
9,21,18,10,95053
9,21,18,11,110697
9,21,18,12,126202
9,21,18,13,143383
9,21,18,14,160494
9,21,18,15,179700
9,21,18,16,199046
9,21,18,17,220137
9,21,18,18,246119
9,21,19,0,5588
9,21,19,1,9708
9,21,19,2,14457
9,21,19,3,21161
9,21,19,4,28844
9,21,19,5,37364
9,21,19,6,47213
9,21,19,7,58107
9,21,19,8,69212
9,21,19,9,82622
9,21,19,10,96240
9,21,19,11,109998
9,21,19,12,125154
9,21,19,13,143453
9,21,19,14,162310
9,21,19,15,178512
9,21,19,16,200862
9,21,19,17,221465
9,21,19,18,244931
9,21,19,19,271540
9,21,20,0,5518
9,21,20,1,9708
9,21,20,2,14317
9,21,20,3,21441
9,21,20,4,28914
9,21,20,5,37295
9,21,20,6,47282
9,21,20,7,57619
9,21,20,8,69282
9,21,20,9,81923
9,21,20,10,96031
9,21,20,11,110138
9,21,20,12,124945
9,21,20,13,143941
9,21,20,14,159865
9,21,20,15,178931
9,21,20,16,197370
9,21,20,17,219649
9,21,20,18,245350
9,21,20,19,273984
9,21,20,20,297660
9,22,0,0,5727
9,22,1,0,5587
9,22,1,1,10196
9,22,2,0,5936
9,22,2,1,10267
9,22,2,2,15085
9,22,3,0,5378
9,22,3,1,10197
9,22,3,2,15505
9,22,3,3,22139
9,22,4,0,5587
9,22,4,1,10126
9,22,4,2,15434
9,22,4,3,22628
9,22,4,4,30031
9,22,5,0,5587
9,22,5,1,10197
9,22,5,2,15156
9,22,5,3,22628
9,22,5,4,29962
9,22,5,5,38762
9,22,6,0,5657
9,22,6,1,10126
9,22,6,2,15225
9,22,6,3,22418
9,22,6,4,30381
9,22,6,5,38621
9,22,6,6,48818
9,22,7,0,5587
9,22,7,1,10476
9,22,7,2,15295
9,22,7,3,22070
9,22,7,4,29403
9,22,7,5,37714
9,22,7,6,47701
9,22,7,7,57968
9,22,8,0,5588
9,22,8,1,9848
9,22,8,2,14736
9,22,8,3,21930
9,22,8,4,29263
9,22,8,5,37644
9,22,8,6,47631
9,22,8,7,58666
9,22,8,8,70748
9,22,9,0,5587
9,22,9,1,9778
9,22,9,2,14806
9,22,9,3,21930
9,22,9,4,29263
9,22,9,5,37784
9,22,9,6,47771
9,22,9,7,58527
9,22,9,8,70469
9,22,9,9,83319
9,22,10,0,5657
9,22,10,1,9778
9,22,10,2,14876
9,22,10,3,22140
9,22,10,4,28914
9,22,10,5,37644
9,22,10,6,47771
9,22,10,7,58526
9,22,10,8,70539
9,22,10,9,83669
9,22,10,10,97777
9,22,11,0,5517
9,22,11,1,9778
9,22,11,2,14876
9,22,11,3,21791
9,22,11,4,29264
9,22,11,5,38063
9,22,11,6,47840
9,22,11,7,58456
9,22,11,8,70469
9,22,11,9,82831
9,22,11,10,95192
9,22,11,11,113910
9,22,12,0,5587
9,22,12,1,9917
9,22,12,2,15155
9,22,12,3,21860
9,22,12,4,29124
9,22,12,5,37714
9,22,12,6,47840
9,22,12,7,58456
9,22,12,8,69770
9,22,12,9,83040
9,22,12,10,96101
9,22,12,11,110628
9,22,12,12,127948
9,22,13,0,5587
9,22,13,1,10196
9,22,13,2,14807
9,22,13,3,22000
9,22,13,4,29053
9,22,13,5,37644
9,22,13,6,47352
9,22,13,7,58247
9,22,13,8,70120
9,22,13,9,82272
9,22,13,10,96729
9,22,13,11,110907
9,22,13,12,126202
9,22,13,13,143941
9,22,14,0,5587
9,22,14,1,10266
9,22,14,2,14667
9,22,14,3,21860
9,22,14,4,29123
9,22,14,5,37434
9,22,14,6,47771
9,22,14,7,58526
9,22,14,8,70399
9,22,14,9,83110
9,22,14,10,97218
9,22,14,11,112234
9,22,14,12,128297
9,22,14,13,147364
9,22,14,14,163357
9,22,15,0,5587
9,22,15,1,9847
9,22,15,2,14736
9,22,15,3,22070
9,22,15,4,29193
9,22,15,5,37853
9,22,15,6,47632
9,22,15,7,58456
9,22,15,8,69840
9,22,15,9,82203
9,22,15,10,96171
9,22,15,11,109999
9,22,15,12,126621
9,22,15,13,142195
9,22,15,14,159586
9,22,15,15,179700
9,22,16,0,5517
9,22,16,1,9917
9,22,16,2,14736
9,22,16,3,22139
9,22,16,4,28914
9,22,16,5,38133
9,22,16,6,47562
9,22,16,7,58526
9,22,16,8,70470
9,22,16,9,83040
9,22,16,10,96729
9,22,16,11,112444
9,22,16,12,126132
9,22,16,13,144151
9,22,16,14,162868
9,22,16,15,181656
9,22,16,16,200931
9,22,17,0,5587
9,22,17,1,9777
9,22,17,2,14876
9,22,17,3,21930
9,22,17,4,28984
9,22,17,5,37364
9,22,17,6,47492
9,22,17,7,58456
9,22,17,8,69771
9,22,17,9,82481
9,22,17,10,97219
9,22,17,11,110697
9,22,17,12,125503
9,22,17,13,142684
9,22,17,14,162239
9,22,17,15,180468
9,22,17,16,203096
9,22,17,17,220278
